ID,Latitude,Longitude,Element,Firstyear,Lastyear
USW00012916, 29.9933, -90.2511,PSUN,1973,1983
USW00012917, 29.9506, -94.0206,ACMH,1965,1995
USW00012917, 29.9506, -94.0206,ACSH,1965,1995
USW00012917, 29.9506, -94.0206,AWND,1984,2019
USW00012917, 29.9506, -94.0206,PSUN,1965,1980
USW00012918, 29.6381, -95.2819,ACMH,1965,1969
USW00012918, 29.6381, -95.2819,ACSH,1965,1969
USW00012918, 29.6381, -95.2819,AWND,1998,2019
USW00012918, 29.6381, -95.2819,PSUN,1965,1969
USW00012919, 25.9156, -97.4186,ACMH,1965,1994
USW00012919, 25.9156, -97.4186,ACSH,1965,1994
USW00012919, 25.9156, -97.4186,AWND,1984,2019
USW00012919, 25.9156, -97.4186,PSUN,1965,1983
USW00012920, 27.5333, -99.4667,ACMH,1965,1965
USW00012920, 27.5333, -99.4667,ACSH,1965,1965
USW00012921, 29.5442, -98.4839,ACMH,1965,1995
USW00012921, 29.5442, -98.4839,ACSH,1965,1995
USW00012921, 29.5442, -98.4839,AWND,1984,2019
USW00012921, 29.5442, -98.4839,PSUN,1965,2008
USW00012923, 29.2733, -94.8592,AWND,1999,2019
USW00012924, 27.7839, -97.5108,ACMH,1965,1995
USW00012924, 27.7839, -97.5108,ACSH,1965,1995
USW00012924, 27.7839, -97.5108,AWND,1984,2019
USW00012924, 27.7839, -97.5108,PSUN,1965,1983
USW00012925, 28.3667, -97.6667,ACMH,1965,1975
USW00012925, 28.3667, -97.6667,ACSH,1965,1975
USW00012925, 28.3667, -97.6667,AWND,1986,1995
USW00012925, 28.3667, -97.6667,PSUN,1978,1978
USW00012926, 27.6833, -97.2833,ACMH,1965,1975
USW00012926, 27.6833, -97.2833,ACSH,1965,1975
USW00012926, 27.6833, -97.2833,AWND,1986,2019
USW00012928, 27.5000, -97.8167,ACMH,1965,1975
USW00012928, 27.5000, -97.8167,ACSH,1965,1975
USW00012928, 27.5000, -97.8167,AWND,1986,2019
USW00012930, 29.9167, -90.1303,ACMH,1971,1972
USW00012930, 29.9167, -90.1303,ACSH,1965,1976
USW00012930, 29.9167, -90.1303,AWND,1994,1995
USW00012930, 29.9167, -90.1303,PSUN,1965,1973
USW00012932, 27.7411, -98.0247,AWND,2001,2019
USW00012935, 28.7247, -96.2536,ACMH,1974,1974
USW00012935, 28.7247, -96.2536,ACSH,1974,1974
USW00012935, 28.7247, -96.2536,AWND,2000,2019
USW00012944, 29.3000, -94.8000,AWND,1998,1999
USW00012944, 29.3000, -94.8000,PSUN,1965,1983
USW00012946, 27.7000, -97.4333,AWND,2007,2019
USW00012947, 28.4567, -99.2183,AWND,2001,2019
USW00012957, 26.1658, -97.3458,AWND,1998,2019
USW00012958, 29.8167, -90.0167,ACMH,1965,1975
USW00012958, 29.8167, -90.0167,ACSH,1965,1975
USW00012958, 29.8167, -90.0167,AWND,1986,2012
USW00012959, 26.1839, -98.2539,AWND,1998,2019
USW00012960, 29.9800, -95.3600,ACMH,1969,1996
USW00012960, 29.9800, -95.3600,ACSH,1969,1996
USW00012960, 29.9800, -95.3600,AWND,1984,2019
USW00012960, 29.9800, -95.3600,PSUN,1969,1983
USW00012962, 29.3600, -99.1742,ACMH,1989,1993
USW00012962, 29.3600, -99.1742,ACSH,1984,1993
USW00012962, 29.3600, -99.1742,AWND,1984,2019
USW00012968, 29.5622, -91.5256,AWND,1998,2019
USW00012970, 29.3389, -98.4719,AWND,1998,2019
USW00012971, 29.7036, -98.0281,AWND,1998,2019
USW00012972, 28.0836, -97.0464,AWND,1998,2019
USW00012975, 29.5189, -95.2417,AWND,1998,2019
USW00012976, 29.1097, -95.4619,AWND,1998,2019
USW00012977, 29.6222, -95.6564,AWND,2000,2019
USW00013701, 39.4717, -76.1697,AWND,2011,2018
USW00013721, 38.3000, -76.4167,ACMH,1965,1975
USW00013721, 38.3000, -76.4167,ACSH,1965,1975
USW00013721, 38.3000, -76.4167,AWND,1986,2019
USW00013722, 35.8922, -78.7819,ACMH,1965,1996
USW00013722, 35.8922, -78.7819,ACSH,1965,1996
USW00013722, 35.8922, -78.7819,AWND,1984,2019
USW00013722, 35.8922, -78.7819,PSUN,1965,2017
USW00013723, 36.0969, -79.9433,ACMH,1965,1995
USW00013723, 36.0969, -79.9433,ACSH,1965,1995
USW00013723, 36.0969, -79.9433,AWND,1984,2019
USW00013723, 36.0969, -79.9433,PSUN,1965,2017
USW00013724, 39.3792, -74.4242,ACMH,1992,1996
USW00013724, 39.3792, -74.4242,ACSH,1994,1996
USW00013724, 39.3792, -74.4242,AWND,2012,2019
USW00013724, 39.3792, -74.4242,PSUN,1968,2018
USW00013728, 36.5728, -79.3361,AWND,2000,2019
USW00013729, 38.8853, -79.8528,ACMH,1965,1989
USW00013729, 38.8853, -79.8528,ACSH,1965,1996
USW00013729, 38.8853, -79.8528,AWND,1984,2019
USW00013729, 38.8853, -79.8528,PSUN,1983,2017
USW00013733, 37.3208, -79.2067,ACMH,1967,1972
USW00013733, 37.3208, -79.2067,ACSH,1965,1996
USW00013733, 37.3208, -79.2067,AWND,1984,2019
USW00013733, 37.3208, -79.2067,PSUN,1965,1983
USW00013734, 39.4019, -77.9844,AWND,2000,2019
USW00013735, 39.3667, -75.0667,AWND,1999,2019
USW00013736, 39.6428, -79.9164,AWND,1999,2019
USW00013736, 39.6428, -79.9164,PSUN,2014,2016
USW00013737, 36.9033, -76.1922,ACMH,1965,1996
USW00013737, 36.9033, -76.1922,ACSH,1965,1996
USW00013737, 36.9033, -76.1922,AWND,1984,2019
USW00013737, 36.9033, -76.1922,PSUN,1965,1983
USW00013739, 39.8683, -75.2311,ACMH,1965,1995
USW00013739, 39.8683, -75.2311,ACSH,1965,1995
USW00013739, 39.8683, -75.2311,AWND,1984,2019
USW00013739, 39.8683, -75.2311,PSUN,1965,2018
USW00013740, 37.5050, -77.3203,ACMH,1965,1995
USW00013740, 37.5050, -77.3203,ACSH,1965,1995
USW00013740, 37.5050, -77.3203,AWND,1984,2019
USW00013740, 37.5050, -77.3203,PSUN,1965,1983
USW00013741, 37.3169, -79.9742,ACMH,1965,1996
USW00013741, 37.3169, -79.9742,ACSH,1965,1996
USW00013741, 37.3169, -79.9742,AWND,1984,2019
USW00013741, 37.3169, -79.9742,PSUN,1980,1980
USW00013743, 38.8483, -77.0342,ACMH,1965,1998
USW00013743, 38.8483, -77.0342,ACSH,1965,1998
USW00013743, 38.8483, -77.0342,AWND,1984,2019
USW00013743, 38.8483, -77.0342,PSUN,1965,1983
USW00013744, 34.1853, -79.7239,ACMH,1965,1965
USW00013744, 34.1853, -79.7239,ACSH,1965,1965
USW00013744, 34.1853, -79.7239,AWND,1999,2019
USW00013744, 34.1853, -79.7239,PSUN,2015,2019
USW00013748, 34.2675, -77.8997,ACMH,1965,1995
USW00013748, 34.2675, -77.8997,ACSH,1965,1995
USW00013748, 34.2675, -77.8997,AWND,1984,2019
USW00013748, 34.2675, -77.8997,PSUN,1965,2019
USW00013750, 36.9500, -76.2833,ACMH,1965,1975
USW00013750, 36.9500, -76.2833,ACSH,1965,1975
USW00013750, 36.9500, -76.2833,AWND,1986,2019
USW00013752, 38.9833, -76.4667,AWND,2004,2019
USW00013754, 34.9000, -76.8833,ACMH,1965,1975
USW00013754, 34.9000, -76.8833,ACSH,1965,1975
USW00013754, 34.9000, -76.8833,AWND,1986,2019
USW00013758, 32.8500, -79.9333,ACMH,1973,1976
USW00013758, 32.8500, -79.9333,ACSH,1973,1976
USW00013758, 32.8500, -79.9333,PSUN,1973,1976
USW00013762, 36.6950, -76.1356,AWND,2007,2019
USW00013764, 38.6892, -75.3592,AWND,1998,2019
USW00013764, 38.6892, -75.3592,PSUN,2015,2018
USW00013769, 36.8167, -76.0333,ACMH,1965,1975
USW00013769, 36.8167, -76.0333,ACSH,1965,1975
USW00013769, 36.8167, -76.0333,AWND,1986,2019
USW00013769, 36.8167, -76.0333,PSUN,1965,1965
USW00013773, 38.5000, -77.3000,ACMH,1965,1975
USW00013773, 38.5000, -77.3000,ACSH,1965,1975
USW00013773, 38.5000, -77.3000,AWND,1986,2019
USW00013776, 34.6081, -79.0592,AWND,1999,2019
USW00013776, 34.6081, -79.0592,PSUN,2012,2019
USW00013781, 39.6728, -75.6008,ACMH,1965,1994
USW00013781, 39.6728, -75.6008,ACSH,1965,1994
USW00013781, 39.6728, -75.6008,AWND,1984,2019
USW00013781, 39.6728, -75.6008,PSUN,2016,2018
USW00013782, 32.7800, -79.9319,AWND,2010,2019
USW00013786, 36.2606, -76.1750,AWND,1998,2019
USW00013809, 38.7642, -87.6056,AWND,1998,2019
USW00013810, 38.2281, -85.6636,AWND,2000,2019
USW00013810, 38.2281, -85.6636,PSUN,2015,2016
USW00013815, 31.5833, -84.1167,ACMH,1968,1974
USW00013815, 31.5833, -84.1167,ACSH,1968,1974
USW00013833, 31.2819, -89.2531,AWND,2000,2019
USW00013837, 33.4669, -82.0386,AWND,1998,2019
USW00013838, 30.6264, -88.0681,AWND,1998,2019
USW00013839, 31.3214, -85.4497,AWND,2001,2019
USW00013839, 31.3214, -85.4497,PSUN,2013,2013
USW00013841, 39.4203, -83.8217,AWND,1998,2019
USW00013861, 31.2500, -82.4000,ACMH,1989,1994
USW00013861, 31.2500, -82.4000,ACSH,1989,1994
USW00013861, 31.2500, -82.4000,AWND,1984,1994
USW00013865, 32.3347, -88.7442,ACMH,1965,1995
USW00013865, 32.3347, -88.7442,ACSH,1965,1995
USW00013865, 32.3347, -88.7442,AWND,1984,2019
USW00013866, 38.3794, -81.5900,ACMH,1965,1994
USW00013866, 38.3794, -81.5900,ACSH,1965,1994
USW00013866, 38.3794, -81.5900,AWND,1984,2019
USW00013866, 38.3794, -81.5900,PSUN,2018,2018
USW00013867, 39.2811, -81.5572,PSUN,1965,1982
USW00013869, 31.5356, -84.1944,AWND,2001,2019
USW00013869, 31.5356, -84.1944,PSUN,2013,2013
USW00013870, 31.5358, -82.5067,AWND,2000,2019
USW00013871, 33.5872, -85.8556,AWND,1998,2019
USW00013872, 35.5953, -82.5567,AWND,2011,2018
USW00013873, 33.9481, -83.3275,ACMH,1965,1996
USW00013873, 33.9481, -83.3275,ACSH,1965,1996
USW00013873, 33.9481, -83.3275,AWND,1984,2019
USW00013873, 33.9481, -83.3275,PSUN,2015,2015
USW00013874, 33.6300, -84.4417,ACMH,1965,1995
USW00013874, 33.6300, -84.4417,ACSH,1965,1995
USW00013874, 33.6300, -84.4417,AWND,1984,2019
USW00013874, 33.6300, -84.4417,PSUN,1965,2016
USW00013876, 33.5656, -86.7450,ACMH,1965,1990
USW00013876, 33.5656, -86.7450,ACSH,1965,1990
USW00013876, 33.5656, -86.7450,AWND,1984,2019
USW00013876, 33.5656, -86.7450,PSUN,1965,1978
USW00013877, 36.4731, -82.4044,ACMH,1965,1995
USW00013877, 36.4731, -82.4044,ACSH,1965,1995
USW00013877, 36.4731, -82.4044,AWND,1984,2019
USW00013878, 31.1522, -81.3908,AWND,2000,2019
USW00013878, 31.1522, -81.3908,PSUN,2016,2016
USW00013880, 32.8986, -80.0403,ACMH,1965,1995
USW00013880, 32.8986, -80.0403,ACSH,1965,1995
USW00013880, 32.8986, -80.0403,AWND,1984,2019
USW00013880, 32.8986, -80.0403,PSUN,1965,2015
USW00013881, 35.2236, -80.9553,ACMH,1965,1998
USW00013881, 35.2236, -80.9553,ACSH,1965,1998
USW00013881, 35.2236, -80.9553,AWND,1984,2019
USW00013881, 35.2236, -80.9553,PSUN,1965,2017
USW00013882, 35.0311, -85.2014,ACMH,1965,1995
USW00013882, 35.0311, -85.2014,ACSH,1965,1995
USW00013882, 35.0311, -85.2014,AWND,1984,2019
USW00013882, 35.0311, -85.2014,PSUN,1965,1983
USW00013883, 33.9486, -81.1186,ACMH,1965,1995
USW00013883, 33.9486, -81.1186,ACSH,1965,1995
USW00013883, 33.9486, -81.1186,AWND,1984,2019
USW00013883, 33.9486, -81.1186,PSUN,1965,1983
USW00013884, 30.7797, -86.5225,AWND,1998,2019
USW00013886, 34.8461, -82.3461,AWND,1999,2019
USW00013889, 30.4844, -81.7019,ACMH,1965,1996
USW00013889, 30.4844, -81.7019,ACSH,1965,1996
USW00013889, 30.4844, -81.7019,AWND,1984,2019
USW00013889, 30.4844, -81.7019,PSUN,1965,2016
USW00013891, 35.8181, -83.9858,ACMH,1965,1995
USW00013891, 35.8181, -83.9858,ACSH,1965,1995
USW00013891, 35.8181, -83.9858,AWND,1984,2019
USW00013891, 35.8181, -83.9858,PSUN,1965,1983
USW00013893, 35.0564, -89.9864,ACMH,1965,1995
USW00013893, 35.0564, -89.9864,ACSH,1965,1995
USW00013893, 35.0564, -89.9864,AWND,1984,2019
USW00013893, 35.0564, -89.9864,PSUN,1965,1983
USW00013894, 30.6794, -88.2397,ACMH,1965,1996
USW00013894, 30.6794, -88.2397,ACSH,1965,1996
USW00013894, 30.6794, -88.2397,AWND,1984,2019
USW00013894, 30.6794, -88.2397,PSUN,1965,1965
USW00013895, 32.2997, -86.4075,ACMH,1965,1995
USW00013895, 32.2997, -86.4075,ACSH,1965,1995
USW00013895, 32.2997, -86.4075,AWND,1984,2019
USW00013895, 32.2997, -86.4075,PSUN,1965,1983
USW00013896, 34.7442, -87.5997,AWND,1998,2019
USW00013897, 36.1189, -86.6892,ACMH,1965,1996
USW00013897, 36.1189, -86.6892,ACSH,1965,1996
USW00013897, 36.1189, -86.6892,AWND,1984,2019
USW00013897, 36.1189, -86.6892,PSUN,1965,2017
USW00013899, 30.4781, -87.1869,ACSH,1966,1995
USW00013899, 30.4781, -87.1869,AWND,1984,2019
USW00013899, 30.4781, -87.1869,PSUN,1965,2012
USW00013904, 30.1831, -97.6800,AWND,1998,2019
USW00013904, 30.1831, -97.6800,PSUN,2006,2006
USW00013911, 32.7667, -97.4500,AWND,1995,2019
USW00013920, 38.9503, -95.6639,AWND,1998,2019
USW00013927, 32.3367, -90.2214,AWND,2000,2019
USW00013932, 37.1681, -97.0369,AWND,1998,2019
USW00013935, 31.3928, -92.2956,ACMH,1965,1977
USW00013935, 31.3928, -92.2956,ACSH,1965,1977
USW00013935, 31.3928, -92.2956,AWND,1998,2019
USW00013939, 33.4825, -90.9853,AWND,2001,2019
USW00013942, 32.5156, -92.0406,AWND,1998,2019
USW00013947, 39.0500, -96.7667,AWND,2007,2007
USW00013957, 32.4506, -93.8411,ACMH,1965,1995
USW00013957, 32.4506, -93.8411,ACSH,1965,1995
USW00013957, 32.4506, -93.8411,AWND,1984,2019
USW00013957, 32.4506, -93.8411,PSUN,1965,1983
USW00013958, 30.3208, -97.7603,ACMH,1965,1995
USW00013958, 30.3208, -97.7603,ACSH,1965,1995
USW00013958, 30.3208, -97.7603,AWND,1984,2019
USW00013958, 30.3208, -97.7603,PSUN,1965,2009
USW00013959, 31.6189, -97.2283,ACMH,1965,1993
USW00013959, 31.6189, -97.2283,ACSH,1965,1993
USW00013959, 31.6189, -97.2283,AWND,1984,2019
USW00013960, 32.8519, -96.8556,ACMH,1965,1973
USW00013960, 32.8519, -96.8556,ACSH,1965,1973
USW00013960, 32.8519, -96.8556,AWND,1998,2019
USW00013960, 32.8519, -96.8556,PSUN,1965,1973
USW00013961, 32.8192, -97.3614,AWND,1998,2019
USW00013962, 32.4106, -99.6822,ACMH,1965,1996
USW00013962, 32.4106, -99.6822,ACSH,1965,1996
USW00013962, 32.4106, -99.6822,AWND,1984,2019
USW00013962, 32.4106, -99.6822,PSUN,1965,1983
USW00013963, 34.7272, -92.2389,ACMH,1965,1975
USW00013963, 34.7272, -92.2389,ACSH,1965,1977
USW00013963, 34.7272, -92.2389,AWND,1984,2019
USW00013963, 34.7272, -92.2389,PSUN,1965,1977
USW00013964, 35.3331, -94.3625,ACMH,1965,1994
USW00013964, 35.3331, -94.3625,ACSH,1965,1994
USW00013964, 35.3331, -94.3625,AWND,1984,2019
USW00013964, 35.3331, -94.3625,PSUN,1965,1983
USW00013966, 33.9786, -98.4928,ACMH,1965,1993
USW00013966, 33.9786, -98.4928,ACSH,1965,1993
USW00013966, 33.9786, -98.4928,AWND,1984,2019
USW00013967, 35.3889, -97.6006,ACMH,1965,1992
USW00013967, 35.3889, -97.6006,ACSH,1965,1992
USW00013967, 35.3889, -97.6006,AWND,1984,2019
USW00013967, 35.3889, -97.6006,PSUN,1965,1983
USW00013968, 36.1994, -95.8872,ACMH,1965,1992
USW00013968, 36.1994, -95.8872,ACSH,1965,1992
USW00013968, 36.1994, -95.8872,AWND,1984,2019
USW00013968, 36.1994, -95.8872,PSUN,1965,1983
USW00013969, 36.7367, -97.1019,AWND,2000,2019
USW00013970, 30.5372, -91.1469,ACMH,1965,1993
USW00013970, 30.5372, -91.1469,ACSH,1965,1993
USW00013970, 30.5372, -91.1469,AWND,1984,2019
USW00013971, 36.2667, -93.1567,AWND,2000,2019
USW00013972, 32.3542, -95.4025,AWND,1998,2019
USW00013973, 30.5108, -99.7664,AWND,1998,2019
USW00013975, 36.2967, -99.7689,AWND,1998,2019
USW00013976, 30.2050, -91.9875,ACMH,1976,1976
USW00013976, 30.2050, -91.9875,ACSH,1976,1976
USW00013976, 30.2050, -91.9875,AWND,1998,2019
USW00013977, 33.4536, -94.0075,ACMH,1965,1968
USW00013977, 33.4536, -94.0075,ACSH,1965,1968
USW00013977, 33.4536, -94.0075,AWND,1998,2019
USW00013978, 33.4964, -90.0867,AWND,1998,2019
USW00013981, 37.6703, -95.4842,AWND,1998,2019
USW00013981, 37.6703, -95.4842,PSUN,2014,2019
USW00013983, 38.9667, -92.3667,ACMH,1965,1969
USW00013983, 38.9667, -92.3667,ACSH,1965,1969
USW00013983, 38.9667, -92.3667,PSUN,1965,1969
USW00013984, 39.5514, -97.6508,ACMH,1965,1992
USW00013984, 39.5514, -97.6508,ACSH,1965,1992
USW00013984, 39.5514, -97.6508,AWND,1984,2019
USW00013984, 39.5514, -97.6508,PSUN,1965,2018
USW00013985, 37.7608, -99.9683,ACMC,1996,1996
USW00013985, 37.7608, -99.9683,ACMH,1965,1992
USW00013985, 37.7608, -99.9683,ACSH,1965,1992
USW00013985, 37.7608, -99.9683,AWND,1984,2019
USW00013985, 37.7608, -99.9683,PSUN,1965,2009
USW00013986, 38.0653, -97.8606,AWND,1998,2019
USW00013987, 37.1467, -94.5022,ACMH,1987,1994
USW00013987, 37.1467, -94.5022,ACSH,1987,1994
USW00013987, 37.1467, -94.5022,AWND,1998,2019
USW00013987, 37.1467, -94.5022,PSUN,2016,2017
USW00013988, 39.1208, -94.5969,ACMH,1965,1988
USW00013988, 39.1208, -94.5969,ACSH,1965,1988
USW00013988, 39.1208, -94.5969,AWND,1984,2019
USW00013988, 39.1208, -94.5969,PSUN,1965,2018
USW00013989, 38.3306, -96.1897,AWND,1998,2019
USW00013989, 38.3306, -96.1897,PSUN,2017,2018
USW00013993, 39.7736, -94.9233,ACSH,1965,1975
USW00013993, 39.7736, -94.9233,AWND,1998,2019
USW00013993, 39.7736, -94.9233,PSUN,2014,2018
USW00013994, 38.7525, -90.3736,ACMH,1965,1996
USW00013994, 38.7525, -90.3736,ACSH,1965,1996
USW00013994, 38.7525, -90.3736,AWND,1984,2019
USW00013994, 38.7525, -90.3736,PSUN,1965,1983
USW00013995, 37.2353, -93.4003,ACMH,1965,1995
USW00013995, 37.2353, -93.4003,ACSH,1965,1995
USW00013995, 37.2353, -93.4003,AWND,1984,2019
USW00013995, 37.2353, -93.4003,PSUN,1965,1983
USW00013996, 39.0725, -95.6261,ACMH,1965,1992
USW00013996, 39.0725, -95.6261,ACSH,1965,1992
USW00013996, 39.0725, -95.6261,AWND,1984,2019
USW00013996, 39.0725, -95.6261,PSUN,1965,2018
USW00013997, 38.1311, -91.7683,ACMH,1968,1968
USW00013997, 38.1311, -91.7683,ACSH,1968,1968
USW00013997, 38.1311, -91.7683,AWND,1998,2019
USW00013997, 38.1311, -91.7683,PSUN,1968,2016
USW00014605, 44.3206, -69.7972,AWND,2000,2019
USW00014606, 44.7978, -68.8186,AWND,1984,2019
USW00014607, 46.8706, -68.0172,ACSH,1965,1996
USW00014607, 46.8706, -68.0172,AWND,1984,2019
USW00014607, 46.8706, -68.0172,PSUN,2018,2018
USW00014609, 46.1236, -67.7928,AWND,2000,2019
USW00014609, 46.1236, -67.7928,PSUN,2018,2019
USW00014610, 45.6478, -68.6925,ACSH,1969,1969
USW00014610, 45.6478, -68.6925,AWND,1998,2019
USW00014610, 45.6478, -68.6925,PSUN,2018,2018
USW00014611, 43.9000, -69.9333,ACMH,1965,1975
USW00014611, 43.9000, -69.9333,ACSH,1965,1975
USW00014611, 43.9000, -69.9333,AWND,1986,2010
USW00014702, 42.4700, -71.2894,AWND,1998,2019
USW00014707, 41.3275, -72.0494,AWND,1999,2019
USW00014710, 42.9333, -71.4383,AWND,1998,2019
USW00014711, 40.1936, -76.7633,ACMH,1991,2000
USW00014711, 40.1936, -76.7633,ACSH,1991,2000
USW00014711, 40.1936, -76.7633,AWND,1991,2019
USW00014712, 40.3667, -75.9667,AWND,1999,2019
USW00014712, 40.3667, -75.9667,PSUN,2015,2018
USW00014719, 40.8436, -72.6322,AWND,1998,2019
USW00014732, 40.7794, -73.8803,ACMH,1965,1996
USW00014732, 40.7794, -73.8803,ACSH,1965,1996
USW00014732, 40.7794, -73.8803,AWND,1984,2019
USW00014733, 42.9486, -78.7369,ACMH,1965,1995
USW00014733, 42.9486, -78.7369,ACSH,1965,1995
USW00014733, 42.9486, -78.7369,AWND,1984,2019
USW00014733, 42.9486, -78.7369,PSUN,1965,2014
USW00014734, 40.6825, -74.1694,ACMH,1965,1996
USW00014734, 40.6825, -74.1694,ACSH,1965,1996
USW00014734, 40.6825, -74.1694,AWND,1984,2019
USW00014735, 42.7431, -73.8092,ACMH,1965,1995
USW00014735, 42.7431, -73.8092,ACSH,1965,1995
USW00014735, 42.7431, -73.8092,AWND,1984,2019
USW00014735, 42.7431, -73.8092,PSUN,1965,2007
USW00014736, 40.2964, -78.3203,AWND,1999,2019
USW00014737, 40.6508, -75.4492,ACMH,1965,1995
USW00014737, 40.6508, -75.4492,ACSH,1965,1995
USW00014737, 40.6508, -75.4492,AWND,1984,2019
USW00014737, 40.6508, -75.4492,PSUN,1983,2017
USW00014739, 42.3606, -71.0106,ACMH,1965,1996
USW00014739, 42.3606, -71.0106,ACSH,1965,1996
USW00014739, 42.3606, -71.0106,AWND,1984,2019
USW00014739, 42.3606, -71.0106,PSUN,1965,1983
USW00014740, 41.9381, -72.6825,ACMH,1965,1996
USW00014740, 41.9381, -72.6825,ACSH,1965,1996
USW00014740, 41.9381, -72.6825,AWND,1984,2019
USW00014740, 41.9381, -72.6825,PSUN,1965,1983
USW00014742, 44.4683, -73.1500,ACMH,1965,1996
USW00014742, 44.4683, -73.1500,ACSH,1965,1996
USW00014742, 44.4683, -73.1500,AWND,1984,2019
USW00014742, 44.4683, -73.1500,PSUN,1965,2008
USW00014745, 43.1953, -71.5011,ACMH,1965,1996
USW00014745, 43.1953, -71.5011,ACSH,1965,1996
USW00014745, 43.1953, -71.5011,AWND,1984,2019
USW00014745, 43.1953, -71.5011,PSUN,1965,1983
USW00014747, 42.4933, -79.2722,AWND,1998,2019
USW00014748, 42.1594, -76.8919,AWND,1998,2019
USW00014750, 43.3500, -73.6167,AWND,2000,2019
USW00014751, 40.2172, -76.8514,ACMH,1965,1991
USW00014751, 40.2172, -76.8514,ACSH,1965,1991
USW00014751, 40.2172, -76.8514,AWND,1984,2019
USW00014751, 40.2172, -76.8514,PSUN,1965,1983
USW00014752, 41.7361, -72.6506,AWND,1998,2019
USW00014753, 42.2122, -71.1136,AWND,1998,2019
USW00014753, 42.2122, -71.1136,PSUN,2009,2019
USW00014755, 44.2667, -71.2994,ACMH,1965,2005
USW00014755, 44.2667, -71.2994,ACSH,1965,2005
USW00014755, 44.2667, -71.2994,AWND,1984,2019
USW00014755, 44.2667, -71.2994,PSUN,1965,2019
USW00014756, 41.2531, -70.0608,ACMH,1965,1969
USW00014756, 41.2531, -70.0608,ACSH,1965,1969
USW00014756, 41.2531, -70.0608,AWND,1998,2019
USW00014756, 41.2531, -70.0608,PSUN,1965,1969
USW00014757, 41.6267, -73.8842,AWND,1994,2019
USW00014758, 41.2639, -72.8872,ACSH,1965,1969
USW00014758, 41.2639, -72.8872,AWND,2001,2019
USW00014758, 41.2639, -72.8872,PSUN,1965,1969
USW00014761, 40.9167, -78.0667,ACSH,1979,1979
USW00014761, 40.9167, -78.0667,AWND,1994,1995
USW00014762, 40.3547, -79.9217,AWND,1999,2019
USW00014763, 42.4272, -73.2892,AWND,1999,2019
USW00014764, 43.6497, -70.3003,ACMH,1965,1994
USW00014764, 43.6497, -70.3003,ACSH,1965,1994
USW00014764, 43.6497, -70.3003,AWND,1984,2019
USW00014764, 43.6497, -70.3003,PSUN,1965,1983
USW00014765, 41.7219, -71.4325,ACMH,1965,1994
USW00014765, 41.7219, -71.4325,ACSH,1965,1995
USW00014765, 41.7219, -71.4325,AWND,1984,2019
USW00014765, 41.7219, -71.4325,PSUN,1965,1983
USW00014767, 40.3333, -75.9667,ACSH,1965,1969
USW00014767, 40.3333, -75.9667,PSUN,1965,1969
USW00014768, 43.1167, -77.6767,ACMH,1965,1996
USW00014768, 43.1167, -77.6767,ACSH,1965,1996
USW00014768, 43.1167, -77.6767,AWND,1984,2019
USW00014768, 43.1167, -77.6767,PSUN,1965,1983
USW00014770, 40.8206, -76.8642,AWND,1998,2019
USW00014771, 43.1111, -76.1039,ACMH,1965,1993
USW00014771, 43.1111, -76.1039,ACSH,1965,1993
USW00014771, 43.1111, -76.1039,AWND,1984,2019
USW00014771, 43.1111, -76.1039,PSUN,1965,2009
USW00014773, 40.2269, -74.7464,ACSH,1965,1981
USW00014773, 40.2269, -74.7464,PSUN,1965,1981
USW00014775, 42.1578, -72.7161,AWND,1998,2019
USW00014777, 41.3336, -75.7269,ACMH,1965,1996
USW00014777, 41.3336, -75.7269,ACSH,1965,1996
USW00014777, 41.3336, -75.7269,AWND,1984,2019
USW00014777, 41.3336, -75.7269,PSUN,1965,1983
USW00014778, 41.2433, -76.9217,ACMH,1965,1994
USW00014778, 41.2433, -76.9217,ACSH,1965,1995
USW00014778, 41.2433, -76.9217,AWND,1984,2019
USW00014780, 40.0333, -74.3167,ACMH,1965,1975
USW00014780, 40.0333, -74.3167,ACSH,1965,1975
USW00014780, 40.0333, -74.3167,AWND,1986,2002
USW00014786, 40.5833, -73.8833,ACMH,1968,1970
USW00014786, 40.5833, -73.8833,ACSH,1965,1970
USW00014787, 41.5333, -71.2833,AWND,1998,2019
USW00014788, 41.5833, -71.4167,ACMH,1965,1973
USW00014788, 41.5833, -71.4167,ACSH,1965,1973
USW00014790, 42.1500, -70.9333,ACMH,1965,1975
USW00014790, 42.1500, -70.9333,ACSH,1965,1975
USW00014790, 42.1500, -70.9333,AWND,1986,1996
USW00014792, 40.2769, -74.8158,AWND,1998,2019
USW00014792, 40.2769, -74.8158,PSUN,2015,2017
USW00014793, 40.2000, -75.1500,ACMH,1968,1975
USW00014793, 40.2000, -75.1500,ACSH,1965,1975
USW00014793, 40.2000, -75.1500,AWND,1986,2011
USW00014794, 41.3497, -71.7989,AWND,1999,2019
USW00014813, 41.0375, -81.4642,AWND,1999,2019
USW00014815, 42.3075, -85.2511,AWND,1998,2019
USW00014815, 42.3075, -85.2511,PSUN,2014,2015
USW00014819, 41.7861, -87.7522,AWND,1998,2019
USW00014820, 41.4131, -81.8600,ACMH,1965,1995
USW00014820, 41.4131, -81.8600,ACSH,1965,1995
USW00014820, 41.4131, -81.8600,AWND,1984,2019
USW00014820, 41.4131, -81.8600,PSUN,1965,2009
USW00014821, 39.9914, -82.8808,ACMC,1996,1996
